node id,name,parent node id,node type,node class,parent relation,context,identifier,description
JAVA:17,Anonymous Inner Class,JAVA:119,concept,concept,subconcept of,Java software programming,,Anonymous Inner Class: Java software programming: Web programming
JAVA:18,Ant,JAVA:99,concept,concept,subconcept of,Java software programming,,Ant: Java software programming: Web programming
JAVA:19,Ant Tasks,JAVA:18,concept,concept,related,Java software programming,,Ant Tasks: Java software programming: Web programming
JAVA:20,antrun maven plugin,JAVA:661,concept,concept,subconcept of,Maven Java Programming,,antrun maven plugin: Maven Java Programming: Web programming
JAVA:21,AOP,JAVA:836,concept,concept,related,Java software programming,,AOP: Java software programming: Web programming
JAVA:22,Apache Commons Collections,JAVA:523,concept,concept,subconcept of,Java software programming,,Apache Commons Collections: Java software programming: Web programming
JAVA:23,app instances,JAVA:313,concept,concept,subconcept of,Google Appengine,,app instances: Google Appengine: Web programming
JAVA:24,app instances,JAVA:30,concept,concept,subconcept of,Google Appengine,,app instances: Google Appengine: Web programming
JAVA:25,app master,JAVA:29,concept,concept,subconcept of,Google Appengine,,app master: Google Appengine: Web programming
JAVA:26,app performance,JAVA:30,concept,concept,subconcept of,Google Appengine,,app performance: Google Appengine: Web programming
JAVA:27,Append,JAVA:618,concept,concept,subconcept of,Java software programming,,Append: Java software programming: Web programming
JAVA:28,appengine archetype,JAVA:52,concept,concept,subconcept of,Java software programming,,appengine archetype: Java software programming: Web programming
JAVA:29,appengine architecture,JAVA:313,concept,concept,subconcept of,Google Appengine,,appengine architecture: Google Appengine: Web programming
JAVA:30,appengine console,JAVA:313,concept,concept,subconcept of,Google Appengine,,appengine console: Google Appengine: Web programming
JAVA:31,appengine developer,JAVA:37,concept,concept,subconcept of,Google Appengine,,appengine developer: Google Appengine: Web programming
JAVA:32,appengine devserver,JAVA:39,concept,concept,subconcept of,Google Appengine,,appengine devserver: Google Appengine: Web programming
JAVA:33,appengine eclipse plugin,JAVA:39,concept,concept,subconcept of,Google Appengine,,appengine eclipse plugin: Google Appengine: Web programming
JAVA:34,appengine maven plugin,JAVA:661,concept,concept,subconcept of,Maven Java Programming,,appengine maven plugin: Maven Java Programming: Web programming
JAVA:35,appengine maven plugin,JAVA:39,concept,concept,subconcept of,Google Appengine,,appengine maven plugin: Google Appengine: Web programming
JAVA:36,appengine owner,JAVA:37,concept,concept,subconcept of,Google Appengine,,appengine owner: Google Appengine: Web programming
JAVA:37,appengine roles,JAVA:30,concept,concept,subconcept of,Google Appengine,,appengine roles: Google Appengine: Web programming
JAVA:38,appengine runtime,JAVA:313,concept,concept,subconcept of,Google Appengine,,appengine runtime: Google Appengine: Web programming
JAVA:39,appengine sdk,JAVA:313,concept,concept,subconcept of,Google Appengine,,appengine sdk: Google Appengine: Web programming
JAVA:40,appengine services,JAVA:313,concept,concept,subconcept of,Google Appengine,,appengine services: Google Appengine: Web programming
JAVA:41,appengine task queue test,JAVA:42,concept,concept,subconcept of,Google Appengine,,appengine task queue test: Google Appengine: Web programming
JAVA:42,appengine unit test,JAVA:313,concept,concept,subconcept of,Google Appengine,,appengine unit test: Google Appengine: Web programming
JAVA:43,appengine viewer,JAVA:37,concept,concept,subconcept of,Google Appengine,,appengine viewer: Google Appengine: Web programming
JAVA:44,appengine-api-stubs,JAVA:39,concept,concept,subconcept of,Google Appengine,,appengine-api-stubs: Google Appengine: Web programming
JAVA:45,appengine-api-stubs,JAVA:42,concept,concept,subconcept of,Google Appengine,,appengine-api-stubs: Google Appengine: Web programming
JAVA:46,appengine-maven-plugin,JAVA:39,concept,concept,subconcept of,Google Appengine,,appengine-maven-plugin: Google Appengine: Web programming
JAVA:47,appengine-skeleton-archetype,JAVA:28,concept,concept,subconcept of,Google Appengine,,appengine-skeleton-archetype: Google Appengine: Web programming
JAVA:48,appengine-testing,JAVA:39,concept,concept,subconcept of,Google Appengine,,appengine-testing: Google Appengine: Web programming
JAVA:49,appengine-testing,JAVA:42,concept,concept,subconcept of,Google Appengine,,appengine-testing: Google Appengine: Web programming
JAVA:50,Appletviewer,JAVA:431,concept,concept,related,Java software programming,,Appletviewer: Java software programming: Web programming
JAVA:51,Appletviewer,JAVA:75,concept,concept,subconcept of,Java software programming,,Appletviewer: Java software programming: Web programming
JAVA:52,archetype maven plugin,JAVA:661,concept,concept,subconcept of,Maven Java Programming,,archetype maven plugin: Maven Java Programming: Web programming
JAVA:53,Architecture Patterns,JAVA:440,concept,concept,subconcept of,Java software programming,,Architecture Patterns: Java software programming: Web programming
JAVA:54,Array,JAVA:624,concept,concept,subconcept of,Java software programming,,Array: Java software programming: Web programming
JAVA:55,Array List,JAVA:532,concept,concept,subconcept of,Java software programming,,Array List: Java software programming: Web programming
JAVA:56,Aspect Oriented Programming,JAVA:682,concept,concept,subconcept of,Java software programming,,Aspect Oriented Programming: Java software programming: Web programming
JAVA:57,Assert,JAVA:504,concept,concept,subconcept of,Java software programming,,Assert: Java software programming: Web programming
JAVA:58,Association,JAVA:722,concept,concept,subconcept of,Java software programming,,Association: Java software programming: Web programming
JAVA:59,associations,JAVA:354,concept,concept,subconcept of,Java Hibernate,,associations: Java Hibernate: Web programming
JAVA:60,associations and joins,JAVA:368,concept,concept,subconcept of,Java Hibernate,,associations and joins: Java Hibernate: Web programming
JAVA:61,Atomic Integer,JAVA:63,concept,concept,subconcept of,Java software programming,,Atomic Integer: Java software programming: Web programming
JAVA:62,Atomic Long,JAVA:63,concept,concept,subconcept of,Java software programming,,Atomic Long: Java software programming: Web programming
JAVA:63,Atomic Types,JAVA:565,concept,concept,related,Java software programming,,Atomic Types: Java software programming: Web programming
JAVA:64,Attribute,JAVA:982,concept,concept,subconcept of,Java software programming,,Attribute: Java software programming: Web programming
JAVA:65,audit mapping,JAVA:655,concept,concept,subconcept of,Java Hibernate,,audit mapping: Java Hibernate: Web programming
JAVA:66,Authentication,JAVA:957,concept,concept,subconcept of,Java software programming,,Authentication: Java software programming: Web programming
JAVA:67,authentication,JAVA:40,concept,concept,subconcept of,Google Appengine,,authentication: Google Appengine: Web programming
JAVA:68,Authorization,JAVA:957,concept,concept,subconcept of,Java software programming,,Authorization: Java software programming: Web programming
JAVA:69,Autoboxing,JAVA:642,concept,concept,related,Java software programming,,Autoboxing: Java software programming: Web programming
JAVA:70,automatic generator,JAVA:353,concept,concept,subconcept of,Java Hibernate,,automatic generator: Java Hibernate: Web programming
JAVA:71,automatic scaling,JAVA:399,concept,concept,subconcept of,Google Appengine,,automatic scaling: Google Appengine: Web programming
JAVA:72,B-Tree,JAVA:83,concept,concept,subconcept of,Java software programming,,B-Tree: Java software programming: Web programming
JAVA:73,B+ Tree,JAVA:83,concept,concept,subconcept of,Java software programming,,B+ Tree: Java software programming: Web programming
JAVA:74,Bag,JAVA:937,concept,concept,subconcept of,Java software programming,,Bag: Java software programming: Web programming
JAVA:75,Basic JDK Tools,JAVA:467,concept,concept,subconcept of,Java software programming,,Basic JDK Tools: Java software programming: Web programming
JAVA:76,basic scaling,JAVA:399,concept,concept,subconcept of,Google Appengine,,basic scaling: Google Appengine: Web programming
JAVA:77,Bean Managed Persistence,JAVA:246,concept,concept,related,Java software programming,,Bean Managed Persistence: Java software programming: Web programming
JAVA:78,Behavior Diagram,JAVA:932,concept,concept,subconcept of,Java software programming,,Behavior Diagram: Java software programming: Web programming
JAVA:79,Best Practices,JAVA:828,concept,concept,subconcept of,Java software programming,,Best Practices: Java software programming: Web programming
JAVA:80,bi-directional association,JAVA:59,concept,concept,subconcept of,Java Hibernate,,bi-directional association: Java Hibernate: Web programming
JAVA:81,Big-O Notation,JAVA:832,concept,concept,related,Java software programming,,Big-O Notation: Java software programming: Web programming
JAVA:82,billable limits,JAVA:712,concept,concept,subconcept of,Google Appengine,,billable limits: Google Appengine: Web programming
JAVA:83,Binary Search,JAVA:831,concept,concept,related,Java software programming,,Binary Search: Java software programming: Web programming
JAVA:84,Binary Search,JAVA:777,concept,concept,subconcept of,Java software programming,,Binary Search: Java software programming: Web programming
JAVA:85,Binary Search Tree,JAVA:83,concept,concept,subconcept of,Java software programming,,Binary Search Tree: Java software programming: Web programming
JAVA:86,Binding Compiler,JAVA:981,concept,concept,related,Java software programming,,Binding Compiler: Java software programming: Web programming
JAVA:87,Bit Array,JAVA:808,concept,concept,subconcept of,Java software programming,,Bit Array: Java software programming: Web programming
JAVA:88,Black Box Testing,JAVA:930,concept,concept,subconcept of,Java software programming,,Black Box Testing: Java software programming: Web programming
JAVA:89,Blackbox Testing,JAVA:900,concept,concept,subconcept of,Java software programming,,Blackbox Testing: Java software programming: Web programming
JAVA:90,Blocked,JAVA:907,concept,concept,subconcept of,Java software programming,,Blocked: Java software programming: Web programming
JAVA:91,Bloom Filter,JAVA:808,concept,concept,subconcept of,Java software programming,,Bloom Filter: Java software programming: Web programming
JAVA:92,branches,JAVA:864,concept,concept,subconcept of,Subversion,,branches: Subversion: Web programming
JAVA:93,Bubble Sort,JAVA:832,concept,concept,subconcept of,Java software programming,,Bubble Sort: Java software programming: Web programming
JAVA:94,Bug Tracking,JAVA:902,concept,concept,subconcept of,Java software programming,,Bug Tracking: Java software programming: Web programming
JAVA:95,Bug Tracking,JAVA:900,concept,concept,related,Java software programming,,Bug Tracking: Java software programming: Web programming
JAVA:96,Bugfix,JAVA:826,concept,concept,subconcept of,Java software programming,,Bugfix: Java software programming: Web programming
JAVA:97,Bugzilla,JAVA:94,concept,concept,subconcept of,Java software programming,,Bugzilla: Java software programming: Web programming
JAVA:98,Build,JAVA:557,concept,concept,subconcept of,Java software programming,,Build: Java software programming: Web programming
JAVA:99,Build and Deployment,JAVA:827,concept,concept,subconcept of,Java software programming,,Build and Deployment: Java software programming: Web programming
JAVA:100,Build File,JAVA:18,concept,concept,related,Java software programming,,Build File: Java software programming: Web programming
JAVA:101,Build Lifecycle,JAVA:98,concept,concept,subconcept of,Maven Java Programming,,Build Lifecycle: Maven Java Programming: Web programming
JAVA:102,Build Phases,JAVA:557,concept,concept,subconcept of,Java software programming,,Build Phases: Java software programming: Web programming
JAVA:103,Build Phases,JAVA:101,concept,concept,subconcept of,Maven Java Programming,,Build Phases: Maven Java Programming: Web programming
JAVA:104,Build Profiles,JAVA:557,concept,concept,subconcept of,Java software programming,,Build Profiles: Java software programming: Web programming
JAVA:105,build profiles,JAVA:669,concept,concept,subconcept of,Maven Java Programming,,build profiles: Maven Java Programming: Web programming
JAVA:106,Build Tools,JAVA:99,concept,concept,subconcept of,Java software programming,,Build Tools: Java software programming: Web programming
JAVA:107,Builder,JAVA:212,concept,concept,subconcept of,Java software programming,,Builder: Java software programming: Web programming
JAVA:108,bulk operations,JAVA:357,concept,concept,subconcept of,Java Hibernate,,bulk operations: Java Hibernate: Web programming
JAVA:109,Bytecode,JAVA:147,concept,concept,subconcept of,Java software programming,,Bytecode: Java software programming: Web programming
JAVA:110,C Header Generator,JAVA:597,concept,concept,related,Java software programming,,C Header Generator: Java software programming: Web programming
JAVA:111,C++,JAVA:903,concept,concept,subconcept of,Java software programming,,C++: Java software programming: Web programming
JAVA:112,C++,JAVA:681,concept,concept,subconcept of,Java software programming,,C++: Java software programming: Web programming
JAVA:113,C++,JAVA:388,concept,concept,subconcept of,Java software programming,,C++: Java software programming: Web programming
JAVA:114,C++ STL,JAVA:523,concept,concept,subconcept of,Java software programming,,C++ STL: Java software programming: Web programming
JAVA:115,C3PO,JAVA:158,concept,concept,subconcept of,Java software programming,,C3PO: Java software programming: Web programming
JAVA:116,Cached Thread Pool,JAVA:910,concept,concept,subconcept of,Java software programming,,Cached Thread Pool: Java software programming: Web programming
JAVA:117,caching,JAVA:344,concept,concept,subconcept of,Java Hibernate,,caching: Java Hibernate: Web programming
JAVA:118,central,JAVA:561,concept,concept,subconcept of,Maven Java Programming,,central: Maven Java Programming: Web programming
JAVA:119,Class,JAVA:433,concept,concept,subconcept of,Java software programming,,Class: Java software programming: Web programming
JAVA:120,Class,JAVA:579,concept,concept,subconcept of,Java software programming,,Class: Java software programming: Web programming
JAVA:121,Class Diagram,JAVA:859,concept,concept,subconcept of,Java software programming,,Class Diagram: Java software programming: Web programming
JAVA:122,Class File,JAVA:147,concept,concept,subconcept of,Java software programming,,Class File: Java software programming: Web programming
JAVA:124,Class Level Lock,JAVA:537,concept,concept,subconcept of,Java software programming,,Class Level Lock: Java software programming: Web programming
JAVA:125,Classpath,JAVA:506,concept,concept,related,Java software programming,,Classpath: Java software programming: Web programming
JAVA:126,Clojure,JAVA:512,concept,concept,subconcept of,Java software programming,,Clojure: Java software programming: Web programming
JAVA:127,Cloud Computing,JAVA:440,concept,concept,subconcept of,Java software programming,,Cloud Computing: Java software programming: Web programming
JAVA:128,Code Comments,JAVA:444,concept,concept,related,Java software programming,,Code Comments: Java software programming: Web programming
JAVA:129,Coding Conventions,JAVA:79,concept,concept,subconcept of,Java software programming,,Coding Conventions: Java software programming: Web programming
JAVA:130,Cohesion,JAVA:211,concept,concept,subconcept of,Java software programming,,Cohesion: Java software programming: Web programming
JAVA:131,collections,JAVA:59,concept,concept,subconcept of,Java Hibernate,,collections: Java Hibernate: Web programming
JAVA:132,Collision,JAVA:329,concept,concept,subconcept of,Java software programming,,Collision: Java software programming: Web programming
JAVA:133,column types,JAVA:354,concept,concept,subconcept of,Java Hibernate,,column types: Java Hibernate: Web programming
JAVA:134,Comments,JAVA:433,concept,concept,subconcept of,Java software programming,,Comments: Java software programming: Web programming
JAVA:135,commit,JAVA:973,concept,concept,subconcept of,Java Git Version Control,,commit: Java Git Version Control: Web programming
JAVA:136,Common Closure,JAVA:633,concept,concept,subconcept of,Java software programming,,Common Closure: Java software programming: Web programming
JAVA:137,Common Coupling,JAVA:542,concept,concept,subconcept of,Java software programming,,Common Coupling: Java software programming: Web programming
JAVA:138,Common Reuse,JAVA:633,concept,concept,subconcept of,Java software programming,,Common Reuse: Java software programming: Web programming
JAVA:139,Communication Diagram,JAVA:402,concept,concept,subconcept of,Java software programming,,Communication Diagram: Java software programming: Web programming
JAVA:140,Comparable,JAVA:831,concept,concept,subconcept of,Java software programming,,Comparable: Java software programming: Web programming
JAVA:141,Comparator,JAVA:831,concept,concept,subconcept of,Java software programming,,Comparator: Java software programming: Web programming
JAVA:142,compare diff,JAVA:973,concept,concept,subconcept of,Java Git Version Control,,compare diff: Java Git Version Control: Web programming
JAVA:143,Compile,JAVA:102,concept,concept,subconcept of,Java software programming,,Compile: Java software programming: Web programming
JAVA:144,compile,JAVA:102,concept,concept,subconcept of,Maven Java Programming,,compile: Maven Java Programming: Web programming
JAVA:145,compile maven plugin,JAVA:661,concept,concept,subconcept of,Maven Java Programming,,compile maven plugin: Maven Java Programming: Web programming
JAVA:146,Compile Time Dependency,JAVA:203,concept,concept,subconcept of,Maven Java Programming,,Compile Time Dependency: Maven Java Programming: Web programming
JAVA:147,Compiler,JAVA:681,concept,concept,subconcept of,Java software programming,,Compiler: Java software programming: Web programming
JAVA:148,Compiler Plugin,JAVA:560,concept,concept,subconcept of,Java software programming,,Compiler Plugin: Java software programming: Web programming
JAVA:149,Component Diagram,JAVA:859,concept,concept,subconcept of,Java software programming,,Component Diagram: Java software programming: Web programming
JAVA:150,composite identity,JAVA:354,concept,concept,subconcept of,Java Hibernate,,composite identity: Java Hibernate: Web programming
JAVA:151,Composite Structure Diagram,JAVA:859,concept,concept,subconcept of,Java software programming,,Composite Structure Diagram: Java software programming: Web programming
JAVA:152,Composition,JAVA:722,concept,concept,subconcept of,Java software programming,,Composition: Java software programming: Web programming
JAVA:153,Concurrency,JAVA:591,concept,concept,subconcept of,Java software programming,,Concurrency: Java software programming: Web programming
JAVA:154,Concurrent Mark Sweep GC,JAVA:283,concept,concept,subconcept of,Java software programming,,Concurrent Mark Sweep GC: Java software programming: Web programming
JAVA:155,Concurrent Random Numbers,JAVA:565,concept,concept,related,Java software programming,,Concurrent Random Numbers: Java software programming: Web programming
JAVA:156,conflict,JAVA:135,concept,concept,subconcept of,Subversion,,conflict: Subversion: Web programming
JAVA:157,conflict resolve,JAVA:156,concept,concept,subconcept of,Subversion,,conflict resolve: Subversion: Web programming
JAVA:158,Connection Pool,JAVA:189,concept,concept,subconcept of,Java software programming,,Connection Pool: Java software programming: Web programming
JAVA:159,connection pool,JAVA:346,concept,concept,subconcept of,Java Hibernate,,connection pool: Java Hibernate: Web programming
JAVA:160,Constant,JAVA:13,concept,concept,subconcept of,Java software programming,,Constant: Java software programming: Web programming
JAVA:161,Constructor,JAVA:119,concept,concept,subconcept of,Java software programming,,Constructor: Java software programming: Web programming
JAVA:162,Constructor,JAVA:606,concept,concept,related,Java software programming,,Constructor: Java software programming: Web programming
JAVA:163,Container,JAVA:415,concept,concept,subconcept of,Java software programming,,Container: Java software programming: Web programming
JAVA:164,Container Managed Persistence,JAVA:237,concept,concept,subconcept of,Java software programming,,Container Managed Persistence: Java software programming: Web programming
JAVA:165,Container Managed Persistence,JAVA:246,concept,concept,related,Java software programming,,Container Managed Persistence: Java software programming: Web programming
JAVA:166,Container Managed Signon,JAVA:237,concept,concept,subconcept of,Java software programming,,Container Managed Signon: Java software programming: Web programming
JAVA:167,Container Managed Transaction,JAVA:237,concept,concept,subconcept of,Java software programming,,Container Managed Transaction: Java software programming: Web programming
JAVA:168,Container Managed Transaction,JAVA:503,concept,concept,related,Java software programming,,Container Managed Transaction: Java software programming: Web programming
JAVA:169,Content Coupling,JAVA:542,concept,concept,subconcept of,Java software programming,,Content Coupling: Java software programming: Web programming
JAVA:170,Contention,JAVA:153,concept,concept,subconcept of,Java software programming,,Contention: Java software programming: Web programming
JAVA:171,Continuous Integration,JAVA:99,concept,concept,subconcept of,Java software programming,,Continuous Integration: Java software programming: Web programming
JAVA:173,Control Coupling,JAVA:542,concept,concept,subconcept of,Java software programming,,Control Coupling: Java software programming: Web programming
JAVA:174,CORBA,JAVA:379,concept,concept,related,Java software programming,,CORBA: Java software programming: Web programming
JAVA:175,CORBA,JAVA:620,concept,concept,related,Java software programming,,CORBA: Java software programming: Web programming
JAVA:176,CORBA,JAVA:795,concept,concept,related,Java software programming,,CORBA: Java software programming: Web programming
JAVA:177,create maven project,JAVA:52,concept,concept,subconcept of,Maven Java Programming,,create maven project: Maven Java Programming: Web programming
JAVA:178,Cryptographic Hash,JAVA:329,concept,concept,subconcept of,Java software programming,,Cryptographic Hash: Java software programming: Web programming
JAVA:179,Cuckoo Hash,JAVA:329,concept,concept,subconcept of,Java software programming,,Cuckoo Hash: Java software programming: Web programming
JAVA:180,custom data type,JAVA:133,concept,concept,subconcept of,Java Hibernate,,custom data type: Java Hibernate: Web programming
JAVA:181,CVS,JAVA:944,concept,concept,subconcept of,Java software programming,,CVS: Java software programming: Web programming
JAVA:182,Cyclic Graph,JAVA:320,concept,concept,subconcept of,Java software programming,,Cyclic Graph: Java software programming: Web programming
JAVA:183,Daemon,JAVA:591,concept,concept,subconcept of,Java software programming,,Daemon: Java software programming: Web programming
JAVA:184,Daemon Thread,JAVA:904,concept,concept,subconcept of,Java software programming,,Daemon Thread: Java software programming: Web programming
JAVA:185,Data Access,JAVA:680,concept,concept,subconcept of,Java software programming,,Data Access: Java software programming: Web programming
JAVA:186,Data Coupling,JAVA:542,concept,concept,subconcept of,Java software programming,,Data Coupling: Java software programming: Web programming
JAVA:187,Data Structures,JAVA:680,concept,concept,subconcept of,Java software programming,,Data Structures: Java software programming: Web programming
JAVA:188,Database,JAVA:185,concept,concept,subconcept of,Java software programming,,Database: Java software programming: Web programming
JAVA:189,Database Connection,JAVA:188,concept,concept,subconcept of,Java software programming,,Database Connection: Java software programming: Web programming
JAVA:190,Database Index,JAVA:73,concept,concept,related,Java software programming,,Database Index: Java software programming: Web programming
JAVA:191,datastore,JAVA:40,concept,concept,subconcept of,Google Appengine,,datastore: Google Appengine: Web programming
JAVA:192,DBCP,JAVA:158,concept,concept,subconcept of,Java software programming,,DBCP: Java software programming: Web programming
JAVA:193,Deadlock,JAVA:875,concept,concept,subconcept of,Java software programming,,Deadlock: Java software programming: Web programming
JAVA:194,Debugger,JAVA:485,concept,concept,related,Java software programming,,Debugger: Java software programming: Web programming
JAVA:195,Decorator,JAVA:212,concept,concept,subconcept of,Java software programming,,Decorator: Java software programming: Web programming
JAVA:196,deferred task test,JAVA:42,concept,concept,subconcept of,Google Appengine,,deferred task test: Google Appengine: Web programming
JAVA:197,Degree of Coupling,JAVA:578,concept,concept,subconcept of,Java software programming,,Degree of Coupling: Java software programming: Web programming
JAVA:198,Delete,JAVA:842,concept,concept,subconcept of,Java software programming,,Delete: Java software programming: Web programming
JAVA:199,Dependency Injection,JAVA:212,concept,concept,subconcept of,Java software programming,,Dependency Injection: Java software programming: Web programming
JAVA:200,Dependency Inversion,JAVA:830,concept,concept,subconcept of,Java software programming,,Dependency Inversion: Java software programming: Web programming
JAVA:201,Dependency Management,JAVA:557,concept,concept,subconcept of,Java software programming,,Dependency Management: Java software programming: Web programming
JAVA:202,Dependency Metrics,JAVA:578,concept,concept,subconcept of,Java software programming,,Dependency Metrics: Java software programming: Web programming
JAVA:203,Dependency Scope,JAVA:201,concept,concept,subconcept of,Maven Java Programming,,Dependency Scope: Maven Java Programming: Web programming
JAVA:204,deploy,JAVA:102,concept,concept,subconcept of,Maven Java Programming,,deploy: Maven Java Programming: Web programming
JAVA:205,Deployment Descriptor,JAVA:416,concept,concept,subconcept of,Java software programming,,Deployment Descriptor: Java software programming: Web programming
JAVA:206,Deployment Diagram,JAVA:859,concept,concept,subconcept of,Java software programming,,Deployment Diagram: Java software programming: Web programming
JAVA:207,Deprecation,JAVA:581,concept,concept,related,Java software programming,,Deprecation: Java software programming: Web programming
JAVA:208,Dequeue,JAVA:708,concept,concept,subconcept of,Java software programming,,Dequeue: Java software programming: Web programming
JAVA:209,Deserialization,JAVA:794,concept,concept,related,Java software programming,,Deserialization: Java software programming: Web programming
JAVA:210,Design By Contract,JAVA:211,concept,concept,subconcept of,Java software programming,,Design By Contract: Java software programming: Web programming
JAVA:211,Design Guidelines,JAVA:611,concept,concept,subconcept of,Java software programming,,Design Guidelines: Java software programming: Web programming
JAVA:212,Design Pattern,JAVA:282,concept,concept,related,Java software programming,,Design Pattern: Java software programming: Web programming
JAVA:213,Design Principles,JAVA:611,concept,concept,subconcept of,Java software programming,,Design Principles: Java software programming: Web programming
JAVA:214,developers,JAVA:669,concept,concept,subconcept of,Maven Java Programming,,developers: Maven Java Programming: Web programming
JAVA:215,DevOps,JAVA:828,concept,concept,subconcept of,Java software programming,,DevOps: Java software programming: Web programming
JAVA:216,devserver,JAVA:34,concept,concept,subconcept of,Google Appengine,,devserver: Google Appengine: Web programming
JAVA:217,Dictionaries,JAVA:588,concept,concept,same as,Java software programming,,Dictionaries: Java software programming: Web programming
JAVA:218,Directed Acyclic Graph,JAVA:320,concept,concept,subconcept of,Java software programming,,Directed Acyclic Graph: Java software programming: Web programming
JAVA:219,Disassembler,JAVA:109,concept,concept,related,Java software programming,,Disassembler: Java software programming: Web programming
JAVA:220,Disassembler,JAVA:472,concept,concept,related,Java software programming,,Disassembler: Java software programming: Web programming
JAVA:221,Disassembler,JAVA:122,concept,concept,related,Java software programming,,Disassembler: Java software programming: Web programming
JAVA:222,Distribution,JAVA:557,concept,concept,subconcept of,Java software programming,,Distribution: Java software programming: Web programming
JAVA:223,Document,JAVA:102,concept,concept,subconcept of,Java software programming,,Document: Java software programming: Web programming
JAVA:224,Documentation,JAVA:79,concept,concept,subconcept of,Java software programming,,Documentation: Java software programming: Web programming
JAVA:225,Documentation,JAVA:557,concept,concept,subconcept of,Java software programming,,Documentation: Java software programming: Web programming
JAVA:226,Double Hashing,JAVA:329,concept,concept,subconcept of,Java software programming,,Double Hashing: Java software programming: Web programming
JAVA:227,Double Linked List,JAVA:529,concept,concept,subconcept of,Java software programming,,Double Linked List: Java software programming: Web programming
JAVA:228,DTD,JAVA:982,concept,concept,subconcept of,Java software programming,,DTD: Java software programming: Web programming
JAVA:229,Durable Subscriber,JAVA:917,concept,concept,subconcept of,Java software programming,,Durable Subscriber: Java software programming: Web programming
JAVA:230,Dynamic Collection,JAVA:532,concept,concept,related,Java software programming,,Dynamic Collection: Java software programming: Web programming
JAVA:231,Dynamic Collection,JAVA:54,concept,concept,related,Java software programming,,Dynamic Collection: Java software programming: Web programming
JAVA:232,E-Commerce,JAVA:957,concept,concept,subconcept of,Java software programming,,E-Commerce: Java software programming: Web programming
JAVA:233,Ear,JAVA:432,concept,concept,subconcept of,Java software programming,,Ear: Java software programming: Web programming
JAVA:234,Ear,JAVA:205,concept,concept,related,Java software programming,,Ear: Java software programming: Web programming
JAVA:235,Eclipse,JAVA:374,concept,concept,subconcept of,Java software programming,,Eclipse: Java software programming: Web programming
JAVA:236,Efferent Coupling,JAVA:202,concept,concept,subconcept of,Java software programming,,Efferent Coupling: Java software programming: Web programming
JAVA:237,EJB Container,JAVA:163,concept,concept,subconcept of,Java software programming,,EJB Container: Java software programming: Web programming
JAVA:238,EJB Context,JAVA:240,concept,concept,subconcept of,Java software programming,,EJB Context: Java software programming: Web programming
JAVA:239,EJB QL,JAVA:240,concept,concept,subconcept of,Java software programming,,EJB QL: Java software programming: Web programming
JAVA:240,EJBs,JAVA:416,concept,concept,subconcept of,Java software programming,,EJBs: Java software programming: Web programming
JAVA:241,Elastic Capacity,JAVA:127,concept,concept,subconcept of,Java software programming,,Elastic Capacity: Java software programming: Web programming
JAVA:242,Element,JAVA:982,concept,concept,subconcept of,Java software programming,,Element: Java software programming: Web programming
